RegionID,SizeRank,RegionName,RegionType,StateName,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021,6/30/2021,7/31/2021,8/31/2021,9/30/2021,10/31/2021,11/30/2021,12/31/2021,1/31/2022,2/28/2022,3/31/2022,4/30/2022,5/31/2022,6/30/2022,7/31/2022,8/31/2022,9/30/2022,10/31/2022,11/30/2022,12/31/2022,1/31/2023,2/28/2023,3/31/2023,4/30/2023,5/31/2023,6/30/2023,7/31/2023,8/31/2023,9/30/2023,10/31/2023,11/30/2023,12/31/2023,1/31/2024,2/29/2024,3/31/2024,4/30/2024,5/31/2024,6/30/2024,7/31/2024,8/31/2024,9/30/2024,10/31/2024,11/30/2024,12/31/2024
395235,89,"Winston, NC",msa,NC,199900,199933,199633,202967,206267,213267,218267,219050,219050,220137,222687,225987,229900,239192,245858,249192,248567,245233,241900,239933,239967,240000,238333,241333,242967,246300,248267,252967,256267,251300,241600,232967,226600,219933,214417,210783,217450,223300,229967,236333,242967,248160,248160,248160,249600,249900,247250,245617,248800,258117,269450,276267,280797,281130,282660,280912,281575,281575,285460,288447,293583,296950,301633,306666,308655,308320,306650,307662,307578,305815,302482,299567,296333,296417,303083,311383,315300,313614,311981,309981,306633,301467
394549,95,"Durham, NC",msa,NC,321633,333300,335000,336667,331667,326333,324333,322633,324633,323300,322158,325492,332158,343333,344967,343267,339900,336567,336267,330967,329333,324667,326483,334483,346117,352967,353267,353300,356300,356333,352967,349633,346300,344317,339650,339650,338300,351633,359967,370000,370000,371667,374967,379967,385133,375500,367167,365150,379817,391483,404667,414667,421300,419967,416433,413133,407633,400167,393500,393967,402467,421967,435150,442467,440133,438617,438467,434600,431267,420517,417217,420583,438333,456333,473000,476333,474667,463000,456333,450000,448333,443667
394589,109,"Fayetteville, NC",msa,NC,167417,170750,173300,174050,173050,171417,171867,171517,173017,173450,175233,177900,179592,182492,181658,181667,180667,181633,181600,179267,177700,176067,176033,176300,179467,184333,188000,191500,193667,195333,194500,190833,189133,187133,188467,186833,188000,191333,199167,205833,206167,203333,200000,199967,199967,199617,199650,206300,213317,223317,228000,234633,239300,241300,243000,244967,248267,249900,249933,248267,249967,254967,263300,269967,271633,270000,265167,263500,261833,260167,258167,258167,259667,265000,271333,278000,278000,276667,275000,275000,275000,275000
394338,121,"Asheville, NC",msa,NC,342250,344333,346667,349000,348667,346967,346967,347567,349267,350933,351000,351333,350000,355000,363333,371650,374983,374949,374966,374966,375000,375000,371667,371667,370667,375333,378333,384000,389333,390583,390583,388583,391000,391300,390717,390367,390400,393317,400333,403333,401233,391233,388067,388167,386167,,,,334967,338000,,366300,375633,375600,372300,369967,364967,359967,353267,353267,364933,381633,403333,425000,441667,449667,454667,459667,463000,457267,449933,446433,455500,474167,501333,518000,523333,518333,517333,515667,510500,499795
394679,150,"Hickory, NC",msa,NC,201283,208617,214650,221333,221883,222550,220850,219933,222600,226300,227966,226633,227933,237650,247950,257983,256633,256667,251667,248300,243200,243100,243133,242433,239167,242467,246233,249567,249600,249933,249633,246267,244617,244617,241283,234633,226633,229833,231483,231483,231117,232797,237763,234630,231300,217967,207967,197967,197967,199967,208267,216600,224600,227933,231267,234900,237267,233967,228967,228267,234933,243300,249967,256633,264933,269933,271267,269617,266317,264650,262667,262633,266300,274633,285983,293983,297617,299533,299833,299833,299900,298267
395229,174,"Wilmington, NC",msa,NC,314887,318554,322633,322967,319717,314750,316750,318000,322983,324317,327950,328933,329233,332921,336621,339154,338500,338800,342933,346435,349769,349802,349300,352483,356983,363323,366740,368873,366500,363267,362967,363833,365167,363800,359567,354900,349900,351633,358300,363333,369167,366865,370198,374365,385000,389967,394933,394933,398267,406633,421633,434817,439483,442817,450633,460966,460966,463316,463283,466600,460617,465650,478967,494950,504950,509983,515000,510000,504750,499750,499417,504667,513000,523333,531333,534588,537903,537887,533965,529650,525000,525667
394716,227,"Jacksonville, NC",msa,NC,168617,171650,173517,174867,176350,177650,180117,180600,180900,179933,182600,187633,192600,194933,194600,192933,191133,188133,186500,184650,182983,182650,181333,183633,187267,193900,199100,199133,196500,192300,189967,187617,185233,183067,181833,184217,190350,198267,206467,211042,214342,211158,209123,207156,210506,208000,213333,218000,228000,234083,241383,251608,261425,267458,267233,264667,266667,272167,273833,272133,273300,282133,292133,297133,296633,296000,294000,288833,281167,278167,278300,279950,285500,293867,302217,306667,308333,309500,309167,307467,304600,303267
394651,259,"Greenville, NC",msa,NC,179517,184200,186283,187946,189596,190429,189217,186233,185400,184467,182483,180783,184633,189783,197967,196267,193117,188233,186567,184650,182300,182167,184083,186467,188267,194900,198100,207800,214333,219500,221500,219967,221617,218283,210633,203967,199967,200950,212283,214617,222983,216667,218333,213300,214633,214783,223150,233317,241500,244567,244733,251400,263167,271500,273167,278233,281567,284900,278483,266817,264967,269783,284783,287967,284633,279300,279300,275967,271300,269133,267650,269317,270150,274817,278483,283450,283633,283300,276667,273333,268333,266667
394428,260,"Burlington, NC",msa,NC,194383,199350,197233,197267,198967,203333,208633,210245,210212,208372,211727,218427,224933,228300,229967,229000,227333,223667,220650,215650,214317,209833,213983,208983,210750,211600,224933,235000,238333,234983,234950,231600,231617,225577,225717,224884,230123,236667,244167,248333,258300,266633,274967,271667,265000,261667,257817,262800,274450,289967,301650,304133,310800,309133,311667,312483,317900,317900,315833,316750,316747,312963,311795,314798,321498,328000,331667,334951,331618,322435,314150,305783,308300,313300,323000,326333,329667,328333,326633,320800,320800,319167
395036,303,"Rocky Mount, NC",msa,NC,134615,135583,133600,132783,133783,136180,140346,138380,137300,133133,132433,130767,129900,129900,129067,129067,129067,131583,131583,130250,128583,131917,136583,142583,144250,145917,146267,147967,151967,152267,155567,158267,163967,169000,172333,168300,162967,169033,173700,179600,175167,173867,171600,170967,177633,177667,180800,179450,184350,188550,194833,208266,213233,218283,216583,215767,215767,217450,222467,221483,219667,218800,220465,220465,222132,223133,227967,227967,231267,229767,228783,228800,229633,230317,228633,226283,224950,219650,222667,225833,231167,226467
394905,341,"New Bern, NC",msa,NC,183667,185000,187000,185275,187908,189183,189575,188358,186250,184733,185983,193483,201667,209967,213300,216633,218000,219333,219300,216967,216133,212167,210167,208000,208667,213300,216600,223267,223800,223500,221833,224633,229967,226633,223300,219967,223300,226667,234167,239167,242467,234967,238133,238833,243800,242967,245633,251500,260833,269167,276633,283267,288250,293283,293317,288333,281667,276167,277833,286133,299967,318300,326667,326333,318333,316667,318667,321500,326500,331483,336650,341317,341333,339667,331667,326667,325000,322333,320667,319000,320000,321583
394810,348,"Lumberton, NC",msa,NC,118283,118617,121633,123000,119667,114667,110967,112633,114300,113333,113300,111633,111633,111500,114833,118167,121667,123333,126333,126333,126333,125000,125000,123300,122717,125550,128883,137300,139133,145650,146150,149150,145967,145300,145967,145917,140750,134080,133830,139630,149633,158283,159983,158617,156933,155267,149950,148317,143233,141667,139667,144750,155333,155000,154333,152483,157483,161150,157150,157817,159817,166800,170367,180033,186967,191700,190350,195617,197317,195583,189883,186383,185617,188800,196450,203133,204983,202500,199333,195983,195950,198250
394635,350,"Goldsboro, NC",msa,NC,159750,160183,162883,166200,168600,168267,168267,167117,167850,166217,167067,167150,172117,175750,181000,181000,176667,173900,172083,174083,173083,171233,169417,168433,168800,170233,170550,174501,178084,180084,175950,171750,170450,173950,175617,176617,176300,181300,187300,189967,189967,185617,179917,173283,169950,170817,,196167,207000,209083,214400,217717,216967,216650,216667,219967,223283,224917,223250,217433,217433,227433,239933,246617,246650,244967,247983,249650,251333,254667,249666,245333,242300,248950,258283,268283,274933,278267,275800,272833,271133,269967
395090,394,"Shelby, NC",msa,NC,144999,156633,166633,170633,167317,163950,164933,159950,158283,158717,163717,170383,171467,175433,173800,179700,182050,183717,179617,176600,174517,172183,170517,173400,180767,194133,203150,206150,206950,199800,192450,178283,178917,176600,174300,172917,187917,195250,191900,185550,190367,198433,199783,208300,214150,212467,204100,201617,199967,203333,201417,208067,206233,207450,205800,210633,211333,212967,211617,216183,222383,225717,227783,228783,233767,237033,240617,243883,252317,255900,259750,257083,259233,263200,265350,268833,269450,271300,272983,270983,269983,268317
753912,398,"Pinehurst, NC",msa,NC,299942,299975,301667,301667,301633,301633,303800,306833,306500,304597,303080,308247,314617,319133,322617,325950,331617,334133,337167,335833,334629,334946,335279,335650,332333,331300,329633,329633,331667,338000,341333,348833,351500,355667,358750,361417,357233,,,333300,338300,343300,327461,324128,324795,339000,343667,351333,361333,375667,383667,387300,391300,394633,398500,398467,392800,385300,379833,382467,390467,398800,407167,419150,432983,447650,454333,454633,451633,449633,457667,467333,480667,489000,491000,498667,503000,504300,495300,488800,485817,480650
395231,455,"Wilson, NC",msa,NC,130750,129850,131550,134033,137933,142900,145517,145850,142517,140600,143933,147267,149917,155767,157450,165367,164517,172833,173267,171600,165117,160083,159783,161783,164150,171133,181483,188783,194550,196217,204083,206650,199150,194717,186400,189700,184100,190767,184133,180833,174133,177433,179900,179583,177117,177133,180817,184967,198800,207133,220450,223217,224850,225300,224550,227883,224117,218267,216617,224800,234783,243100,245750,244117,240783,238267,236583,229950,229983,240000,249000,248833,237167,238150,243317,251633,252483,250817,256250,258417,260083,257333
394884,484,"Mount Airy, NC",msa,NC,159283,164583,173233,178233,181600,181383,181383,179383,178400,181583,181883,194083,197567,208400,204000,203533,195400,188567,182133,182533,186100,188867,185467,180400,181200,184833,193233,203267,213133,212833,206650,208450,205350,198167,188183,198283,205300,208633,210267,209950,214100,219100,234733,235567,230600,210783,209117,197433,198265,193265,191615,201300,210833,232500,239466,242966,237967,234333,236333,241000,249667,251000,249633,247933,241600,241383,242900,255217,262100,268783,275550,282083,284233,288317,293150,299467,296267,292933,284633,271417,266717,258383
394877,491,"Morehead City, NC",msa,NC,309600,314633,317317,316983,318650,321000,328000,330167,330133,325133,321283,322983,319983,321500,321467,329467,338383,341750,341917,339667,342667,342500,339317,335983,339650,346000,349633,349633,352967,356150,365817,375817,375667,,,321000,333467,,386283,401150,404167,400150,395283,394950,395633,395333,395900,399567,416383,429150,445817,459333,479667,510483,516483,516816,485716,481216,497883,531167,541333,541250,534083,544083,556667,572500,572500,575667,576833,582650,575283,578117,578967,587150,609650,626317,631500,619000,620333,611667,605967,596117
395027,494,"Roanoke Rapids, NC",msa,NC,117900,122867,130217,132767,132383,126217,124550,123300,124967,123300,123283,125220,128553,133237,138800,145317,145650,145650,148967,152117,156250,153933,153417,146750,142567,139933,136600,133283,132700,132733,132700,129513,125679,117396,117800,118267,125683,128717,,154633,157550,148717,150124,153707,153324,144333,128983,114750,118800,136317,156450,169983,173092,171408,164708,150667,144000,139033,143200,138233,134900,129833,148250,154883,158383,139950,143817,151150,162317,161817,160317,155833,152467,149967,152467,157467,162883,165350,165800,176867,196900,205650
394922,501,"North Wilkesboro, NC",msa,NC,213133,211133,211950,215433,222267,226367,233033,232867,232933,227883,225533,225233,222617,228633,232300,242167,242000,245300,241467,239967,237967,242800,241100,236433,233233,236567,245917,265617,275650,272600,256167,243317,238717,253983,262600,267267,241933,242800,231917,237083,223783,231633,234633,242800,242500,238500,230333,211283,200600,193600,216133,232633,246950,237950,221450,209133,209983,206333,207667,202333,205000,215000,228667,254667,263333,268333,260000,263333,271333,278000,269667,256667,258150,276483,304467,321317,321150,313167,309817,318283,324283,328133
394600,515,"Forest City, NC",msa,NC,252967,254633,257967,259567,264567,266567,265083,265083,266717,270267,271917,274433,270967,274283,281133,289200,294900,295467,298867,296500,293267,288967,287333,287333,289333,291000,294167,303167,314833,314967,308133,,283633,275467,273717,272583,264217,252967,255800,258983,258983,249817,255000,264983,266483,258149,244799,229966,221633,220000,225000,221667,226633,229117,235767,232467,226817,220167,210167,211333,216000,232633,247967,,295000,308333,304999,301632,298299,297300,292333,287150,283150,296483,311667,326000,334333,346000,356650,356317,352650,352633
395063,522,"Sanford, NC",msa,NC,197517,201150,205083,203350,204767,202274,207357,207390,209883,209900,209900,209667,209667,208000,212167,215500,221733,221200,227700,232117,237967,238133,231150,225333,225300,232300,235617,238950,241600,243267,241633,234983,231667,226667,228000,227667,224315,231282,231098,241117,247217,256067,263967,261233,272900,280500,283833,271167,267983,273150,287483,292667,303833,307167,309667,303300,303267,305600,307300,314000,320000,335000,347333,352275,346275,338908,328933,328267,326783,330017,330017,328200,327400,332567,340897,347630,349130,349133,346667,345667,341500,336458
394309,526,"Albemarle, NC",msa,NC,219633,217633,219467,222733,226567,228200,234933,237417,236617,236317,225467,222633,208967,222317,229317,239733,241167,241000,241217,233133,233267,231467,231133,224333,212833,209650,208117,218883,227333,235683,236417,234483,227800,216050,214717,211067,216233,219567,231067,239450,241083,248250,254950,264950,254967,259967,269300,282633,282633,283167,294833,307358,307192,298942,288050,284717,282550,280917,276250,281667,290000,298000,296333,291333,296667,308000,319667,320333,312150,302117,291950,287133,288833,292967,297633,300967,305500,310833,311967,309467,306133,305000
753877,554,"Cullowhee, NC",msa,NC,369633,371267,375583,386783,390150,391667,391833,391500,391000,391000,394250,398250,398250,398633,404300,404633,404667,405000,411333,417000,412000,408667,402967,407133,410467,420167,432333,442667,444667,444667,444667,458667,478983,,541442,529758,,,416600,423283,433283,441650,444667,443000,434633,413300,398117,403150,408150,425000,439967,469633,485883,499250,515250,532333,549000,550000,549967,553800,552133,551933,547767,549417,565900,572900,576083,559833,549500,529333,512333,492633,491300,503300,526667,551333,557917,557917,559917,558333,551667,531667
394750,568,"Kinston, NC",msa,NC,117333,118661,119294,118938,117928,119611,122600,125600,125583,122950,121267,119942,120925,120625,121983,121300,121633,118450,118150,114817,113000,109983,109983,111650,113967,115933,117567,120167,123200,125067,126833,135000,,148533,141333,134267,136550,143883,142217,141633,141667,154983,159950,164100,163700,163700,159517,154900,159933,164967,175150,175883,180550,180433,181366,178866,183500,189667,199167,201167,208300,217717,223467,225917,224400,227650,227700,228133,217467,206583,194883,188217,186633,189667,195067,199233,204567,209167,211667,206650,208317,208983
394402,577,"Boone, NC",msa,NC,339933,346600,349900,353100,353100,353033,349533,346200,345633,345633,348667,354300,361267,368743,373443,377710,385567,390900,396417,397750,399383,399600,396567,402933,412633,425667,428333,427667,440333,451000,463667,466250,479883,485550,477133,477150,474817,471317,,448133,451467,446500,438667,439833,444499,437983,,,365000,,418000,443000,447983,452817,451150,448817,438817,423483,409000,371000,346333,329000,340650,373650,407950,450967,467967,474483,464817,456150,449633,432967,420300,420333,453333,494667,519650,536317,538983,539710,523377,514044
394562,582,"Elizabeth City, NC",msa,NC,214167,219167,223300,225000,225000,223333,221917,220750,222417,222167,223167,224817,228117,231517,231500,231400,231500,233200,236633,238267,239900,242267,241967,241913,240579,240879,242633,242533,242233,243650,244717,245033,241617,241317,243000,243226,243193,246526,248300,246333,242150,240917,242150,247983,246550,248983,248967,259133,265467,268750,271250,281317,289733,297733,294333,292567,282867,276200,272967,282667,293000,302167,305833,305833,308333,300000,297333,289000,293983,303317,314950,323300,326633,324967,326300,328383,336750,343567,341483,333133,326617,328283
395208,656,"Washington, NC",msa,NC,234000,237333,244633,250667,252300,252600,249500,249200,245867,242933,239917,242283,242283,243217,242700,246033,248417,254067,257400,262417,261583,261367,259383,257483,257317,254317,254417,252733,254833,249967,245367,239900,239900,,,,277750,272150,268817,273817,278667,267167,261983,256283,259450,254967,251633,245267,239750,235117,250150,272000,293000,288817,286983,287133,296283,293783,284133,277467,277600,289100,308950,328133,331467,333317,345000,364000,378666,383333,380150,383483,395983,408467,408467,391300,381333,368000,359333,352333,349000,353483
753904,661,"Marion, NC",msa,NC,241450,239483,238817,237117,236617,242300,248983,254817,249650,241417,233083,231717,235467,250283,274400,288567,291900,281150,284483,287833,295833,295833,296000,304600,313233,321567,321567,329933,346567,354300,334267,312300,295967,291000,278263,258596,250263,243817,230450,211950,197883,189550,176383,163300,163317,153317,133317,,93000,89667,89967,85093,93427,103277,111483,111983,114500,119333,122167,128167,136633,147450,167750,184117,218267,244600,276417,289617,292983,284800,273300,270633,279000,290333,302167,307167,307467,314933,325267,338467,340000,337150
395034,669,"Rockingham, NC",msa,NC,118500,121833,125800,129600,126417,122783,118483,118333,120983,122650,122650,121650,119300,118950,117633,120283,120967,120933,119967,119950,114983,107900,102883,101867,105583,107250,109933,116450,122633,129283,129467,129300,122650,124983,127317,139717,140550,143883,143483,146983,148667,148333,150667,152333,155667,151633,149533,148500,151000,156400,158767,157933,152933,152783,155150,161183,164833,168333,172300,175800,184967,189150,194150,194150,183300,170933,165900,174267,188267,194967,197950,197650,204317,206333,209667,203000,208000,213000,212667,206000,196333,193300
394677,676,"Henderson, NC",msa,NC,138315,136615,144750,143250,149600,152967,165467,169133,175733,176550,165200,157233,159767,174467,185667,188983,192316,186633,176483,168150,168150,165483,158817,154333,151000,155800,162467,168300,166650,186650,197483,196000,170483,148983,155317,160983,189483,221483,248150,246483,221483,216483,219817,226450,226967,228633,230167,210317,199483,211217,234067,241567,235833,234167,240500,236167,231167,223167,221667,217500,225833,240650,264650,282817,289333,286150,270650,244317,230667,221000,239333,241333,248333,259467,267617,285917,278117,276617,264650,256283,249633,244967
394745,744,"Kill Devil Hills, NC",msa,NC,456000,466167,474500,476500,459967,448267,442267,442267,441300,437950,435983,435133,436117,443083,448267,451633,451667,454167,459167,465833,473300,481600,486350,489383,486833,490050,492883,500217,510250,520750,535967,537967,536633,529667,551000,561833,577167,579150,598317,606650,611650,604983,606633,599983,618150,642316,672150,684650,692150,703983,707983,707667,698333,695300,693967,686633,686633,679870,679853,674886,682983,695483,720150,736817,741000,734633,737967,760967,784000,797333,784332,781815,781815,796483,799000,791500,781500,764833,755997,749663,751497,751500
394777,776,"Laurinburg, NC",msa,NC,171933,170700,153700,147000,129933,126533,124867,123700,123633,123667,124733,123233,122800,124533,127833,131600,134633,136667,136583,135250,134750,133133,132133,132217,130583,129000,123950,123917,119800,121583,126583,,,165900,168233,159067,159917,154917,169083,168233,164833,154833,158017,164750,175117,170267,166933,161583,165783,159650,161667,160500,172333,179500,187317,191617,186583,184067,184067,187600,185933,185933,187250,192950,182983,172300,162117,168783,168817,167667,164650,173383,185350,192767,195667,193183,191450,188150,194333,198317,204983,200800
394414,792,"Brevard, NC",msa,NC,387833,385583,381417,376750,382333,386464,394464,394464,397667,397967,403386,410203,409903,405817,406000,418000,431333,433000,427667,415920,407553,406220,413300,421667,425000,426333,431000,442333,452333,456000,439667,419967,416633,423267,439933,458267,479967,499167,480333,448483,,,367817,371000,389150,366150,332817,308000,324667,330000,326667,326333,331300,342933,351600,373300,379750,364750,344750,351333,374333,407667,434500,461500,480750,488875,495208,510625,525917,539583,529667,533083,536417,561667,579833,592833,594167,590583,592583,612883,631633,644967
394585,194,"Fargo, ND",msa,ND,252122,253494,256306,257972,257517,254217,252517,249300,248933,248850,249483,251150,253600,256933,258933,257309,253092,249425,247158,246408,245058,244916,243216,241677,243244,248278,254833,256674,258307,258341,259117,255817,251483,245250,241583,243417,252133,262433,269900,271600,272100,268450,265117,261283,261633,262600,258933,260567,266233,283267,293267,299933,298267,294967,291483,289483,286317,281667,280333,290167,308300,323267,331600,333300,331667,326667,321633,321567,324400,324400,321133,319967,326633,333300,341600,345817,355817,359183,358333,353300,346533,342867
394390,324,"Bismarck, ND",msa,ND,271417,274900,278233,278915,277448,275782,275100,274900,276567,278233,276567,273233,273233,278233,281582,284782,286448,289767,289900,289583,287917,285765,285782,290782,301282,309946,313279,311298,308633,306967,303933,302750,301917,305250,309067,306567,298083,289767,291433,291617,283967,271483,268050,265683,264833,256500,253167,249833,258933,274783,294800,302433,306583,308233,316567,318100,312767,304467,302450,302783,308600,312417,337450,353283,371617,369917,372067,372067,368733,369750,368583,371917,370430,379930,406597,431567,436567,419900,407933,407117,412133,413117
394866,458,"Minot, ND",msa,ND,217967,222033,222333,224000,222917,222917,220950,217967,215967,212450,207417,206450,209550,216217,218850,219567,217900,216083,212450,210783,207783,203117,199717,196567,199733,201667,208817,216317,222817,226983,224617,219450,208967,200667,199667,204817,213150,217617,219967,219950,221617,221617,221633,219733,214883,211217,208117,212933,217083,222450,226300,227450,225450,226633,228333,228333,220000,213333,211633,216450,220750,224100,229250,234950,238300,238300,239967,239967,237483,230817,232450,241600,,,285383,298300,295300,293117,286583,283250,278250,267433
395227,715,"Williston, ND",msa,ND,240633,240667,251667,259000,263667,262500,261833,260483,256650,256483,255467,261967,262100,270800,274300,287633,290300,296633,295667,295300,293967,294967,298000,301333,300667,301000,299000,294666,290667,289300,293967,296633,293983,290800,288467,292317,295333,308583,317417,322917,322333,315649,310316,300233,298250,297917,301167,301000,301633,302800,311600,334633,332783,323633,298967,294150,291333,290500,287167,282500,287483,287150,297133,299650,314983,321667,326667,326833,326833,323500,314667,311333,313833,333833,348650,354483,353817,347000,351983,344650,353150,348167
394533,785,"Dickinson, ND",msa,ND,237133,242967,249950,256650,256617,249933,243233,234933,231600,231633,239633,244150,247450,252617,263133,274500,272967,267283,255950,252317,249650,247983,247317,247317,254983,256483,256467,248767,249067,248917,248917,246450,246450,246450,244783,241633,241150,244450,249450,257633,257100,256266,253567,257467,256600,249800,244767,241450,246617,248317,258300,266633,279933,281633,279967,273300,269133,265800,260833,256633,256633,256633,261483,259817,262817,268000,275300,277267,270417,259600,252967,256133,265983,279316,302816,326450,343117,338300,325333,311983,310900,310400
395198,882,"Wahpeton, ND",msa,ND,173900,176567,176567,171250,166250,160417,158233,164567,167750,185950,179283,168450,143750,144083,155233,168933,170783,173483,176650,184800,189433,179067,166900,153067,161233,176100,179950,177617,172417,180733,182400,181567,177433,163267,144933,130583,134750,146083,147900,144100,144933,157450,166583,159417,150250,144917,148250,153233,166233,169567,179567,171567,175750,174117,173817,167500,160800,157800,161600,164600,172917,175417,181450,191450,197283,189950,191633,216667,243633,258600,253583,241933,226967,216950,219933,237083,247933,259617,255283,254450,261100,269917
394718,892,"Jamestown, ND",msa,ND,198567,199400,200833,199133,199433,199900,196567,192083,188450,191117,193967,193967,194633,201633,210200,208550,202183,192583,187600,180423,174790,169756,166933,167233,168600,172950,179317,191983,193667,196333,190633,190633,189117,190816,190150,186483,180317,175967,178633,179767,179600,173950,167283,169133,168300,174667,176000,181650,189483,189483,186000,181500,184167,188633,183933,179600,175967,170817,167817,165467,165400,166567,167583,180840,186007,196007,206300,213267,215600,211450,222150,241450,243933,236567,218233,218267,216117,222817,222817,219983,207983,199150
394938,59,"Omaha, NE",msa,NE,240000,246333,247667,247667,247967,247267,245600,240633,235667,235300,237633,244928,255045,264345,267450,264367,261900,257467,252467,244966,240000,234333,229633,231050,237833,245867,252450,257917,259583,253183,243267,233267,224000,215667,211333,212333,219000,226633,233717,235383,235417,233300,231167,227833,224533,216833,215167,223483,239983,254983,265000,271667,275000,273333,271633,268267,264600,257967,256333,261667,276667,289333,301000,307667,311667,311333,306000,302642,296308,295975,292667,295833,298167,309833,318333,325000,326123,326123,324457,320000,313333,306650
394796,154,"Lincoln, NE",msa,NE,264883,279125,283322,280822,272765,266935,261901,258300,253267,253267,258233,266567,275858,280558,282008,277750,274417,264633,251267,238083,231083,229450,229608,231808,238042,244233,251367,253267,253733,248083,239850,233183,231533,229933,226600,223267,224933,227967,232933,232958,236592,236625,236633,233333,228333,228300,229933,236600,243267,251617,259925,266625,268308,266667,266500,266500,267917,269750,274742,279142,281975,288317,297500,311750,318750,318750,311542,308208,301542,298333,294083,297383,302383,309933,316633,318300,316667,311633,309950,306092,304425,301075
394638,462,"Grand Island, NE",msa,NE,197225,200975,202142,202867,200750,198267,196633,196000,196000,194300,186533,178200,176550,181633,189950,193300,191650,188300,186600,191267,192933,192967,191133,194167,195800,194300,188767,188967,196383,201583,198083,188983,186150,189133,188483,188617,191266,197266,207299,219966,225633,227800,220417,221083,215583,221333,228333,238333,238333,238000,241333,246333,248333,247483,250483,255483,262967,266600,269900,269900,269900,271600,278933,286267,290267,284633,279000,279000,287000,301833,312500,315833,314333,308000,300667,292000,288333,292633,293467,296283,302950,307450
394737,555,"Kearney, NE",msa,NE,196950,202417,212083,219583,223617,220467,216450,214750,207933,201133,196133,199100,205917,215917,219250,220933,218467,217650,217617,216100,210917,204250,199750,199200,202567,206883,214450,216767,223100,226083,237067,234917,233283,228317,227833,229467,213050,206867,205217,218300,224983,233333,237900,236400,226383,218150,214617,214617,223250,243250,254900,267083,262117,260467,249983,246283,246300,252783,259783,264750,262417,265783,274117,278267,279900,283100,293950,301467,302450,306633,309967,322467,323933,329117,322467,316800,302467,302300,307833,312500,307667,303000
394919,616,"Norfolk, NE",msa,NE,169442,170442,175608,183950,185626,182985,179951,178959,175467,170908,165217,166950,169875,175550,178967,183933,191117,197783,201133,198200,191550,188233,188583,194416,201067,200717,197450,191700,193083,193083,196750,196750,197517,193850,189200,188433,189167,192500,186567,184917,183283,188983,190633,194467,193800,187817,181467,178100,181533,185717,193317,197550,204850,210562,213746,209446,199500,196000,198667,202000,208000,218300,230200,236342,240375,245125,248283,247417,254267,257608,263467,264133,265792,264867,262283,263983,262917,261000,257333,247000,240667,238667
395072,724,"Scottsbluff, NE",msa,NE,166983,166283,167633,166133,167800,168100,168267,165800,162167,162133,161217,162850,163550,173600,177867,179450,172467,168567,167950,167967,170633,173900,177467,179633,182550,188983,194150,194417,191083,188417,183667,177300,171050,170200,170550,169867,170683,176700,187217,192567,189067,179733,169383,168217,171300,176983,178633,178633,182817,185333,200667,207483,215800,210383,212717,211900,210650,203833,199833,199833,207633,218133,229467,236150,239483,239817,239500,234667,229833,221833,219000,216883,218417,221250,224867,231333,239650,244817,253983,250833,245333,234150
394617,735,"Fremont, NE",msa,NE,172000,173733,185217,191550,191408,183592,183342,182083,175317,168600,166433,174867,185667,192833,193058,189892,192225,192833,186467,177433,166583,162100,156133,156133,161950,174767,185117,187117,181883,176383,177850,178933,179250,176817,176150,175150,177817,185817,194667,199333,204333,203000,200083,194917,194083,187333,180500,175317,177633,190967,201983,214333,213500,215167,215500,216633,217717,224383,231050,239633,240967,244333,253000,265667,277333,275667,269000,260667,254000,247083,243083,248050,257967,258633,255333,249967,246600,241600,237967,237667,235667,235967
394920,752,"North Platte, NE",msa,NE,164317,168817,172117,175117,174767,173100,170400,168933,167800,166167,161833,159633,164117,167450,170483,169500,169833,169067,168050,174383,180483,184333,180333,172000,166000,164817,167150,166317,163133,159117,157450,154117,151967,146117,142817,136633,132800,134467,138150,148333,153150,162633,159950,163100,161583,164583,158250,153283,152950,156300,163050,170867,180850,184067,178267,172883,172883,181117,186500,187867,191300,194633,201633,214967,234150,240817,230817,211333,199333,189333,189667,191667,205000,213317,224983,221650,218333,221667,221333,228000,229667,235000
394491,780,"Columbus, NE",msa,NE,185833,194000,202833,208500,205483,196150,189450,193133,199133,201158,206625,222108,229600,235933,230417,232900,226600,218267,209933,202100,199967,198000,201150,214950,232617,249967,251400,250567,252650,252417,245217,232133,227450,222817,212817,217833,234583,245150,245150,240233,245333,238833,225667,213333,213333,226667,236650,244133,249100,259083,266567,268233,274933,279967,283333,281333,281333,283000,285000,285000,289667,288000,292667,299333,314300,318633,322133,323500,327833,325500,315467,303767,292900,288100,287217,287667,297833,310250,320667,322333,314167,315000
